customer_id,age,purchase_history,price,discount,stock_level,churn
84,32,6,106.85991276607925,0.21334802625832985,30,0
85,48,5,466.6413206569644,0.002038964575833535,47,0
86,35,4,382.46340084762164,0.2291569500600642,45,0
87,41,1,223.58239602726107,0.15422457622985558,46,0
88,32,6,153.05783104038127,0.23380955110053592,13,0
89,59,2,304.65428715803085,0.15674904266717654,27,0
90,59,3,102.13846434174579,0.1923074572906064,42,0
91,57,8,475.3654975432576,0.23589949661851212,15,0
92,29,6,265.9260477555789,0.121532416376357,18,0
93,63,3,260.93398209493307,0.0008124449461356264,16,1
94,52,7,256.23744303271286,0.2549839487835565,25,0
95,31,4,127.7313321551059,0.11426710878739876,5,0
96,33,9,355.32889591673063,0.1488128178049749,42,0
97,32,5,393.20144785134136,0.002329992646190615,48,0
98,36,3,370.4501590353161,0.1476276031050294,8,0
99,58,2,155.37419733175773,0.29594622047151886,49,0
100,57,2,331.53606721423705,0.08348029824563089,16,1
101,47,3,327.79379366890157,0.11862548107271342,30,0
102,48,2,447.3643151765528,0.206156998940603,11,0
103,61,4,251.6510633502588,0.24443810025709758,22,0
104,59,2,248.5943774637737,0.1252174872018301,4,0
105,64,9,347.41082348727423,0.09290066112038776,42,0
106,46,2,353.22906139980523,0.2813477399955201,35,0
107,51,9,287.71409093031616,0.20314349000150075,35,0
108,59,6,277.2237449321684,0.035706391347942325,2,0
109,25,1,297.6590682551531,0.020678363440394587,23,0
110,59,4,444.41811980132474,0.14506495523711072,16,0
111,61,1,284.466760501564,0.06602701981418173,38,0
112,38,6,475.97271678792896,0.07619542601287604,25,1
113,27,4,301.6015054385304,0.26330765364835446,3,1
114,25,3,479.68027727235653,0.0268698072948932,44,0
115,29,3,433.1327607476303,0.2146092345686669,11,0
116,50,9,244.97252904633166,0.08134267601417641,0,0
117,38,6,445.4565685186464,0.2280984664212413,20,0
118,63,9,144.0253136804461,0.21672341533906336,18,0
119,51,5,470.0188701372058,0.0022175704332879076,20,0
120,33,2,352.6574060331567,0.15274062387647974,17,0
121,39,8,121.75629940892448,0.04179584471341391,42,1
122,39,5,357.7026894603246,0.25986810917360303,2,0
123,50,2,489.69906165790246,0.261475764858722,48,1
124,37,4,127.92026184585157,0.1255037422481274,43,0
125,56,9,321.8750839120345,0.13331868553532417,31,0
126,63,4,399.117739903749,0.09098488182135812,9,0
127,56,4,424.10343467981255,0.2149818896880093,39,0
128,28,2,265.5309861283183,0.10759840890793773,14,0
129,54,6,181.6666236672972,0.08033774235679013,4,0
130,61,2,116.93691150895353,0.12966931785135247,3,0
131,47,7,331.8904628388899,0.027446255516237614,27,0
132,63,3,281.16442810704433,0.22398096139326115,3,1
133,39,3,479.4977580598844,0.003778920381536088,14,0
134,53,5,124.24196308596392,0.19334551845617817,16,1
135,60,3,374.1581373784023,0.054859358026461726,43,0
136,37,2,109.98648884802287,0.06972121386432394,2,0
137,56,9,168.5736706842171,0.19068959959201198,9,0
138,31,2,281.4315999691337,0.2978830397348721,46,0
139,46,2,281.9489771211473,0.23331524672176518,41,1
140,52,8,374.2802171734576,0.06775188966701759,22,0
141,26,9,464.08521394710266,0.05280742651234014,17,0
142,30,7,355.6128635659683,0.2598698610803011,0,0
143,52,3,481.4140391406035,0.13325518437645129,34,0
144,52,9,452.64625595119907,0.04111584084844664,30,0
145,44,3,333.79991821231613,0.2586634269965814,43,0
146,54,5,433.51678036753094,0.2448277058742784,0,0
147,35,9,357.0310441294536,0.29517190916914904,2,0
148,52,3,131.42313236949087,0.27292310601380515,2,1
149,49,7,396.22588930380397,0.2555371015981625,36,0
150,63,1,137.9633765069385,0.015772319343300943,18,0
151,57,4,337.63311222788496,0.03132461084943541,28,0
152,25,4,381.05608234329156,0.17069495829123685,24,0
153,51,7,126.61104328434209,0.15944377388454625,32,0
154,37,8,192.3178615706127,0.13738896434686063,35,0
155,27,1,466.26889290465994,0.11903679762437526,28,0
156,63,5,346.52579689315854,0.12936314545929867,25,0
157,30,7,198.51440752421263,0.17078938024043858,3,0
158,32,4,376.2719084592026,0.000622955280024362,48,0
159,51,4,338.71056798467583,0.07821263223985565,13,0
160,33,4,300.6302799671794,0.1554839162066133,49,0
161,61,6,490.4747899952335,0.21666482960209385,26,1
162,57,7,373.38151096300356,0.0522470077186189,32,0
163,48,2,250.17644386716506,0.16406435213622989,21,1
164,39,5,420.0293728307472,0.2143379051657345,47,0
165,56,4,453.8333171684751,0.1333882973741714,2,0
166,56,3,150.08822380673257,0.008124340101015315,22,0
167,48,7,180.22119113810658,0.134780447539691,20,0
168,36,6,186.4908036511119,0.08893346632324593,40,0
169,63,7,376.48472375461614,0.2788948823103985,22,0
170,26,5,341.21582202131333,0.037384015703498204,3,1
171,27,6,347.59662587943524,0.19574278665216963,20,0
172,61,5,476.3093198758004,0.015815929900350346,36,0
173,41,7,410.3646131229224,0.13385113134380894,42,0
174,26,2,151.17476980471326,0.16619384616602417,30,0
175,26,5,239.0028329700724,0.08938647939505963,20,0
176,52,6,274.1574584702943,0.13652269065611533,25,0
177,47,6,258.38463549904196,0.04906613835905621,40,0
178,61,5,367.7234436647517,0.09123715484041085,34,0
179,56,7,456.757241302625,0.1863318974730609,37,1
180,57,8,222.4205854091152,0.09054001675834653,23,0
181,25,7,320.75085456847427,0.2699229235226615,10,0
182,43,5,415.76376876543424,0.1885220872922969,40,1
183,26,1,266.48722353813974,0.13159470553079533,28,0
184,50,5,167.24725135971835,0.01162708066625474,46,0
185,56,2,289.9803861054993,0.14986450056140135,2,0
186,30,5,122.0890082972114,0.22943287263752676,0,0
187,56,5,476.95338160091075,0.07966727940372409,18,0
188,28,2,129.9284820779892,0.2420320708946302,45,0
189,35,5,275.38268610023124,0.07554202981526444,48,0
190,41,4,311.95250443541045,0.24712391638524012,21,0
191,62,1,494.1215329149142,0.025580502483503218,13,1
192,48,3,166.40872945714432,0.2598551126607088,48,1
193,29,1,145.77260744494342,0.14975593527999914,13,0
194,58,5,103.48245882501743,0.08896127688607859,43,0
195,30,4,162.22857474772093,0.07953397512454463,15,0
196,46,7,182.90919162706706,0.1296031676791088,32,1
197,35,5,352.2323766332369,0.2997148494310935,12,0
198,40,4,187.88271615656015,0.06609821803127476,37,0
199,57,2,108.20832589173008,0.030964994663699882,48,1
200,33,4,430.6473382009955,0.17551055061559856,11,0
201,30,2,246.2382804015867,0.14656273993207714,37,1
202,40,8,241.47867463229358,0.1572588813189922,38,0
203,53,3,220.99161166717062,0.2000806252671651,32,0
204,27,9,490.14931085856836,0.08014322096119479,32,1
205,44,4,168.04616692371258,0.2731994986151665,28,0
206,60,6,459.29522558129406,0.1307016198366871,4,0
207,43,5,410.72133285595515,0.03872585854273853,5,0
208,50,1,130.59198219972524,0.22268962702018327,30,1
209,27,9,494.6916406003395,0.19293130578535508,15,0
210,43,1,208.54638541560422,0.09472302074521112,30,0
211,44,8,139.43317080896492,0.18645561721021456,24,0
212,56,9,431.72569365030375,0.06595858691069306,47,0
213,31,9,382.67021347107993,0.13345180780215884,45,0
214,57,1,346.8875223511603,0.2698237566501976,32,0
215,64,2,162.39234547957327,0.04006026994822482,12,0
216,63,1,291.3984465023848,0.1160089349962386,9,0
217,42,2,412.2224107548855,0.24634272741610416,23,0
218,64,8,221.44957525753608,0.29084726982185344,9,0
219,25,5,224.6759314060166,0.13617784092653876,40,1
220,35,7,101.25636241924884,0.15209988604300423,30,1
221,52,2,169.6973606581518,0.1716515885351309,12,0
222,49,8,450.1622500487337,0.2797044424901132,2,0
223,47,6,276.69859665508284,0.2574620372931089,49,0
224,55,8,493.6937996937736,0.0511803373864933,33,0
225,54,1,258.28318542951706,0.1310273453541225,48,0
226,59,1,386.0745819120965,0.13920012845892787,27,0
227,31,7,212.76761716189165,0.236728833494627,18,0
228,40,8,245.5238564563734,0.18086786478163058,22,1
229,50,3,176.29039503635786,0.19626613860870387,44,0
230,26,5,238.824947399758,0.2994599722996853,31,0
231,25,1,318.8950081682573,0.022488013041003917,12,1
232,36,7,496.7091523916998,0.0669029470601199,32,1
233,29,5,365.68068522871425,0.12236878121146405,33,0
234,61,8,179.6983817633256,0.10433472091466615,32,0
235,56,8,117.98457663662046,0.006493668404095076,4,0
236,33,9,150.54259252580425,0.02753328194135275,2,0
237,59,7,325.02208050921894,0.20428598742107285,6,0
238,43,1,406.06413152670655,0.2637973390087682,23,0
239,40,3,476.1676829202988,0.15426810337979327,21,0
240,27,8,106.32926879872832,0.1617573238540899,44,0
241,44,3,309.10405662474795,0.07652802984971381,22,0
242,48,8,288.3469424892707,0.2303629090901134,29,1
243,57,1,362.4220087902816,0.2255383762101769,17,0
244,48,5,323.83154178613677,0.17650970676529698,31,0
245,35,4,374.81566023299223,0.06379928595340285,6,0
246,32,5,363.2330338996761,0.029105465471126832,32,0
247,60,8,146.8046899431785,0.019271572757137766,4,0
248,62,4,419.88716544748786,0.17780881999286333,48,0
249,64,4,149.29303028652993,0.24751059574284,27,1
250,44,3,379.41225008365484,0.25749912953427745,7,1
251,59,7,266.4581470562427,0.13908662230303495,14,0
252,49,3,305.54029383063914,0.23528138979201507,3,0
253,59,3,461.3192057502842,0.28406405890230707,33,0
254,49,5,455.9534905893946,0.0825510337464204,4,0
255,53,5,427.1425222620118,0.11938810391422715,32,0
256,42,6,304.0593521825293,0.2794436977790042,4,0
257,42,8,394.49592405353326,0.10146929019518545,37,1
258,26,6,305.1588222075237,0.27416288709653885,33,0
259,59,1,447.842432989911,0.29431345867633973,25,1
260,40,8,261.11033329315995,0.1985432185723274,0,0
261,60,8,488.09413776595073,0.24506708685125048,3,0
262,57,9,472.92910329155103,0.22486366926632556,38,0
263,28,9,396.6410477807142,0.20986027728465714,25,0
264,57,2,211.7663536704288,0.09207932189436976,32,0
265,38,2,152.66143551730335,0.017128301372383112,32,0
266,45,3,441.881380037279,0.10291551975589518,7,0
267,44,1,166.1209144551845,0.20008079556117198,19,1
268,32,4,441.7043155989343,0.03075875946834041,15,0
269,31,4,296.3060026849442,0.0035753948934726274,20,0
270,27,9,262.6227135232417,0.041907711780881596,44,1
271,41,9,461.27631153377166,0.2147207779232386,25,0
272,57,9,341.5403930161111,0.2918381104969332,22,0
273,36,7,330.64560285188713,0.29491940988444615,17,0
274,46,2,323.5063778497591,0.14819374474205638,30,0
275,46,5,248.46780640781256,0.26080569029770423,41,1
276,54,4,414.2572414116509,0.22104793672545123,11,0
277,62,8,201.1193776063092,0.15031207109538103,0,0
278,62,2,475.55798401651003,0.17182815988652603,41,0
279,32,6,457.5940820187843,0.04116814398506132,8,0
280,51,5,234.99213026995926,0.28129843818497763,2,0
281,51,2,391.7855079326655,0.10557893121953303,25,1
282,58,1,329.2892777798366,0.13384477693715086,8,0
283,45,8,235.05972079969385,0.20149806929936961,41,0
284,54,2,495.40865919817867,0.10017074145796619,15,0
285,57,7,110.09493833930568,0.07627774829667916,23,0
286,52,9,201.05841224851466,0.18931481798106617,49,0
287,57,9,308.0296244444602,0.007495224684554835,13,1
288,29,8,308.78120139142555,0.21621753360800366,2,0
289,43,9,335.57322997822564,0.15420701096295292,33,0
290,28,2,400.6704688091677,0.1817261191562803,32,0
291,59,6,349.39113220771856,0.18956404777406552,49,0
292,41,4,340.11258421121477,0.1581150469477691,23,0
293,52,4,121.40578516521731,0.17476013323222078,8,0
294,54,5,250.61211511571932,0.20513646026696236,12,0
295,53,3,192.8222958804624,0.22593565415390224,1,1
296,30,1,206.14804464079018,0.21823571738583614,6,0
297,59,8,321.73498973613795,0.2608849373196785,47,0
298,61,5,179.80212597184337,0.056833029950220826,20,0
299,48,3,217.579640406759,0.12034439084753926,18,0
300,53,7,194.83388340693602,0.2843388198043371,24,1
301,55,7,479.4011772872779,0.11897717231589891,46,1
302,59,1,477.86629286843805,0.037461023071776796,21,1
303,57,9,343.9766234384207,0.15763353790865386,10,1
304,45,2,469.80898749275997,0.032847291766338646,32,1
305,56,5,414.32505818734927,0.06085597161835956,31,1
306,47,5,335.9791531207235,0.299495626971287,20,0
307,57,8,102.57408459871829,0.16240879151883958,38,0
308,27,8,409.0065144317616,0.0852175167121287,19,0
309,42,7,380.99533663538756,0.2984324863721718,7,1
310,49,7,346.1014613129656,0.28996767556654296,41,0
311,55,6,404.1697246729887,0.13222171232527904,36,0
312,27,6,305.1688659099063,0.07812093263637251,8,0
313,64,9,381.6333085285356,0.25151989142765696,24,0
314,48,6,474.0688346905973,0.2146862150915357,24,0
315,56,2,250.3220063384345,0.2060824305010531,32,1
316,46,2,383.24873396025015,0.26793412239674175,1,0
317,47,5,290.27512720438347,0.20682514016139739,18,1
318,26,4,369.7598607255926,0.08513938291246474,45,0
319,51,2,405.15733422174566,0.2081589485627197,19,0
320,26,3,118.18100017431838,0.09174405338509918,41,0
321,50,7,358.64017757946476,0.2277716938970985,40,0
322,41,8,190.69647376277783,0.1859243563474698,41,0
323,64,6,368.0130151230267,0.023223465595425173,28,0
324,57,5,287.3320743735254,0.1538506087305426,5,0
325,33,1,409.42109674595486,0.10299029075872228,16,0
326,63,8,149.36032608223857,0.09857118981968828,24,0
327,53,3,350.528940662478,0.18067689071317716,37,0
328,50,6,211.38829157102094,0.09669744734082747,3,0
329,59,3,441.1927981322366,0.2330681244614618,29,0
330,49,7,471.35340225452296,0.02123743080335233,19,0
331,48,7,498.5593174716222,0.19811647571874763,2,0
332,37,9,418.40296097091334,0.24275844109702235,22,0
333,31,5,401.4936281712018,0.20184950697612902,17,0
334,60,8,186.2003035470204,0.14916875850599873,25,0
335,44,8,234.4028235960435,0.28509210412085434,35,0
336,25,1,286.2730167049118,0.08998154693941908,7,0
337,32,5,409.3524191128999,0.005750366257493333,16,0
338,40,3,465.98634603118745,0.12959681143903226,30,0
339,38,1,175.65564000919386,0.009903580770098175,36,0
340,36,4,468.94699386804115,0.2861810257579226,44,0
341,47,8,378.2498609416232,0.06297541372441545,32,0
342,39,3,344.30829227401546,0.23667810718466384,26,0
343,52,2,179.9365085127758,0.23237162495230945,44,0
344,58,9,122.21001312366022,0.06531866990488006,3,0
345,26,5,327.385959403176,0.1863679591440502,21,1
346,56,7,360.60627333155696,0.014423690545935064,25,1
347,47,2,184.3125797418753,0.14507237571116025,31,0
348,46,9,322.58248233018253,0.004394138181746021,23,0
349,49,9,442.59736110502945,0.2763431640542525,45,0
350,46,4,434.026378182008,0.2928258072598715,34,0
351,46,4,470.9420722345189,0.06668482999157557,36,0
352,30,6,246.35432382275218,0.06243181037891183,31,0
353,39,6,227.21982902036748,0.22611605296863888,6,0
354,61,1,399.7704023923235,0.07601381964880034,32,1
355,57,9,272.44496203880203,0.2685229677485535,30,1
356,32,2,135.01946561111225,0.17217874083689466,11,0
357,29,5,213.12045226819987,0.10523328690309364,10,1
358,63,9,267.4329142125956,0.249808123904826,23,1
359,28,4,217.0065701905008,0.14802201012401855,7,0
360,30,3,232.88222837892866,0.27348987411254266,31,0
361,56,7,217.5103624697563,0.27840427101881426,37,0
362,54,6,116.59966687323177,0.0496260456385228,21,0
363,59,8,354.837880329777,0.0006970218395790816,33,0
364,64,3,338.9169681413877,0.29517928204272065,18,0
365,40,5,361.35339939147224,0.2718412608382438,19,0
366,37,4,176.92395841345098,0.016633570711152422,13,0
367,54,4,218.2618166449941,0.24991027918232098,32,0
368,43,4,347.8463707779689,0.13734147976776198,9,0
369,41,8,339.8510273839686,0.07768848150749257,15,0
370,43,6,302.5321237417071,0.26362395710307895,3,0
371,52,3,240.16530000407897,0.059000169717092175,26,0
372,50,5,465.172401909876,0.28418999982602006,27,0
373,61,6,235.9080969195375,0.06168644630980232,42,0
374,50,5,282.24766257490063,0.18410495631862306,15,0
375,47,6,371.2455323816835,0.06692590035869246,32,1
376,33,8,317.20857234670564,0.16370059949059043,47,0
377,36,7,238.75439054575423,0.2051925389745424,18,0
378,25,5,274.25791618260394,0.057068379246041266,20,0
379,25,6,417.79232714140244,0.15626573481020375,21,1
380,58,4,211.25166219464498,0.1407179233170357,8,0
381,56,9,156.90209591072616,0.02131122642100237,8,0
382,49,4,225.26528073191082,0.24549234530259087,8,0
383,64,1,439.8136861951605,0.10070472019285251,26,0
384,25,7,135.59588594253867,0.17237465926556386,16,0
385,40,7,496.6784293489807,0.15443527047994032,43,0
386,63,4,316.401159571065,0.15397815137113266,44,1
387,29,3,493.9382975868376,0.03216671826254623,7,0
388,46,8,475.598568834391,0.12704460277479981,15,0
389,53,5,281.1254856843667,0.13571002776197105,17,0
390,27,7,179.39642984213964,0.22009285210933455,32,0
391,36,4,165.95391062605538,0.2520056495762095,0,1
392,50,4,195.995745547983,0.1634946834300054,11,0
393,40,8,384.05305622581494,0.026034886219497143,5,0
394,61,8,209.17999789259514,0.07105484117896388,40,0
395,46,2,236.57010784171933,0.04948020805581932,4,1
396,53,2,279.5115215978459,0.037384518956737424,15,0
397,38,3,465.2930721685825,0.10976978958534227,17,0
398,52,3,175.75736715393845,0.0688180506463146,48,0
399,29,1,102.01062104392125,0.06549093354345369,17,0
400,54,3,124.03856415126806,0.016407952372880296,0,1
401,29,6,461.9065366720472,0.0053010134386301646,18,0
402,36,8,359.0065859373452,0.030830472794934536,7,0
403,40,6,209.2162477311227,0.05165924382708992,2,0
404,50,5,170.87700040447646,0.12929511865446094,24,0
405,50,4,217.70669465484573,0.1531560783896534,4,0
406,45,3,145.91877090051204,0.042177575452009675,39,1
407,63,4,476.6131641137764,0.1274350024572559,18,0
408,60,7,413.68246974610673,0.10252465269777818,17,1
409,57,1,284.9564707650163,0.055027093049386806,49,0
410,54,7,445.98504204608076,0.0020522244445090655,30,0
411,61,1,199.7832817172929,0.1401053599565225,32,0
412,47,2,386.84822738887743,0.2056955247795598,46,0
413,34,4,442.4529996054974,0.06788320024314211,17,1
414,29,1,242.70748464930904,0.039542048969003804,38,1
415,60,9,402.98577818028707,0.26611282333408853,15,0
416,58,6,218.02893970572376,0.08250743174633933,15,0
417,55,1,219.5428541036123,0.06708378593779943,46,0
418,34,1,142.82287142167442,0.25712908188297473,37,1
419,43,6,276.02321860375946,0.24513212975002838,40,1
420,56,4,391.8847625989689,0.1345039411573901,6,0
421,25,4,476.08832222851396,0.14677165842833234,13,0
422,29,6,341.51879677163845,0.06532461145020658,42,0
423,28,7,445.2542150942956,0.02349050114386725,47,0
424,40,9,428.99785971609083,0.1720295476066983,24,0
425,48,5,169.33722119011236,0.029503476477063938,31,0
426,40,9,294.3269715650526,0.13478236408699493,37,0
427,26,4,146.76941421015658,0.2821491595539032,21,0
428,52,2,372.861264624654,0.2858503167511753,15,1
429,56,3,479.95986729843037,0.07179968596420758,28,0
430,51,1,154.8357832315026,0.18723402601369632,15,0
431,44,6,393.55325232101654,0.1422228792323573,11,0
432,48,6,352.89526034714436,0.26270553827583176,16,0
433,36,1,333.4420148032399,0.08142925928281597,36,1
434,59,3,256.04809387533567,0.0011107220497250548,26,0
435,57,5,242.05265910152502,0.04876836177942453,24,0
436,57,3,118.09967560755514,0.10485684035081941,12,0
437,61,3,187.16348330080538,0.09471633893114657,7,0
438,36,3,106.07075291473076,0.23740887573686575,4,0
439,27,5,332.5668422328082,0.20416819984165133,11,0
440,25,5,142.34129435116353,0.08986689588446918,40,0
441,57,4,449.20775761188645,0.13732314514986402,2,0
442,64,1,309.2572082788661,0.028667731187500566,34,1
443,34,5,379.87596362348336,0.26944393344603024,32,0
444,53,5,264.3428367361986,0.28062744733456024,21,0
445,37,4,324.23192360041946,0.29394106061428144,49,1
446,36,6,477.0636707866522,0.26056584923575127,43,0
447,55,4,133.0936158494683,0.05218826630886766,8,0
448,26,7,201.57510876947845,0.01385894496048865,40,0
449,59,7,411.9953307642177,0.1738790182238022,17,0
450,47,2,139.49488275306635,0.2737815080649331,49,0
451,41,3,130.26444156164433,0.05320540849792286,28,0
452,50,1,244.61655950161543,0.002112874387242558,38,0
453,32,8,136.86718338897293,0.2416488138096733,26,1
454,53,9,334.03137688248125,0.0230387052860202,35,0
455,50,4,190.51010032663993,0.12411180957300912,44,0
456,34,6,458.27918527974896,0.2036662011566355,16,1
457,50,9,413.4000323381027,0.07103927563685404,33,0
458,58,6,379.88208243979045,0.02518876903401801,45,0
459,31,9,346.7776109538008,0.23100636853674858,2,0
460,28,4,445.3862921365853,0.18905252546611243,4,0
461,35,8,189.22482461710274,0.29654714534604143,13,0
462,53,9,449.2435371056911,0.10329240999598778,2,0
463,60,4,415.7969193696209,0.01852871588705991,22,0
464,49,5,399.2643305550742,0.2203050106005887,38,0
465,45,8,324.5022712299696,0.1565200256559737,29,1
466,60,6,198.49766438824003,0.06396117941674052,49,0
467,34,7,269.41916639675856,0.2345186967014278,44,0
468,61,3,417.4282618155206,0.06112664575498312,22,1
469,33,7,112.71139374292977,0.07819849644988097,26,0
470,48,8,412.8203077055033,0.02775856631001574,9,0
471,59,6,196.0282961950266,0.11982968370925633,24,0
472,59,9,157.72368028864122,0.12567876718122567,12,0
473,60,6,146.28052727212088,0.15436853710448953,15,0
474,42,9,110.90000478032604,0.21268928013713323,40,0
475,63,4,309.43459408858115,0.27183027860412773,33,1
476,56,8,187.30394907749178,0.041320229666342585,36,1
477,48,4,495.77270631185263,0.016304429504597116,21,1
478,47,2,329.77470234888233,0.0055593700782999855,16,1
479,56,9,155.15410774240416,0.04308641342064488,22,0
480,61,5,375.50501632454615,0.19738484573448778,35,0
481,36,4,459.09742660389014,0.218243123398949,48,1
482,37,2,398.07179814784575,0.23595171405843662,8,0
483,47,1,130.57594441577908,0.0731124635713028,1,1
484,49,7,458.3536724770638,0.09176844397845597,31,0
485,59,6,417.5717543439859,0.14494039366964984,49,0
486,54,2,163.32156004224572,0.01895492905806795,21,0
487,41,8,120.71435549312675,0.18334245696337384,42,1
488,44,4,322.9242301257234,0.29512051010272733,12,0
489,49,8,162.41432453599077,0.10824189341340076,7,0
490,46,7,433.8363810381088,0.22585424252741518,0,0
491,37,5,243.3338626686695,0.15001017467088237,16,0
492,43,8,465.15697789463013,0.03834355330811482,11,0
493,60,9,326.2752688564023,0.17467123464077589,3,0
494,36,5,173.06895369586726,0.08996228053321949,12,0
495,43,5,155.83954694392003,0.010320962536037469,30,0
496,36,2,330.58897502310157,0.19047891903532313,40,0
497,33,5,404.75344474497757,0.25767970479741825,6,0
498,31,3,412.60225909687284,0.10343093006996225,22,0
499,52,7,210.30296177651252,0.11708866416383114,23,0
500,38,5,181.698703564867,0.26730650489016344,4,1
501,55,8,106.70252179695296,0.24408264401020677,4,0
502,43,1,371.67966048046776,0.21448584706553314,16,0
503,40,3,130.6273033734156,0.07463911912594437,29,0
504,29,3,268.3044807063703,0.27306499648999333,8,0
505,59,9,340.67286560731844,0.0463247272617639,5,0
506,36,5,474.84357796787083,0.18803115582516655,24,0
507,49,9,224.72085478230747,0.00864035416395561,18,0
508,45,9,199.9088649786079,0.19311594189748374,15,0
509,60,1,361.66406171443936,0.08314330556200795,20,1
510,47,2,347.69561282143263,0.134903093155116,1,0
511,40,5,232.84391332324984,0.10357936561711592,9,0
512,63,4,471.2407342039146,0.051827026873862966,15,0
513,63,9,437.9449309958531,0.18659423702816222,36,0
514,38,7,189.59301834603247,0.2645926665421822,14,1
515,55,6,195.65701817380926,0.28772527268472103,12,0
516,29,7,304.92013875483224,0.05770390894617452,12,0
517,59,1,409.42884069228813,0.215211832218892,31,0
